date,duration_minutes,memory_rss_MiB,memory_uss_MiB,memory_vms_MiB,pop_df_mem_MiB,pop_df_number_alive,pop_df_rows,time
2010-01-01,0.11178220907847086,647.71875,636.6328125,893.05859375,88.8384256362915,50000,50000,2024-10-05T00:24:02.587341
2010-02-01,4.999732542037964,705.484375,694.3046875,949.23046875,90.53917789459229,50122,51000,2024-10-05T00:29:02.571290
2010-03-01,5.43581329981486,869.359375,858.05859375,1112.55859375,90.55117130279541,50196,51000,2024-10-05T00:34:28.720087
2010-04-01,7.317005602518718,1029.0546875,1017.75390625,1271.53125,90.56572818756104,50283,51000,2024-10-05T00:41:47.740423
2010-05-01,6.481747023264567,1200.6875,1189.41015625,1444.20703125,90.58010196685791,50372,51000,2024-10-05T00:48:16.645249
2010-06-01,5.777858817577362,1383.83203125,1372.54296875,1626.453125,90.59731388092041,50510,51000,2024-10-05T00:54:03.316774
2010-07-01,6.273116079966227,1539.28125,1528.0234375,1783.79296875,90.60979557037354,50592,51000,2024-10-05T01:00:19.703740
2010-08-01,6.406260589758555,1717.06640625,1705.83984375,1960.703125,92.31213474273682,50749,52000,2024-10-05T01:06:44.079374
2010-09-01,6.46287899017334,1693.5390625,1682.3828125,1937.23828125,92.32846164703369,50873,52000,2024-10-05T01:13:11.852114
2010-10-01,7.471302743752798,1693.61328125,1682.53515625,1937.390625,92.35662937164307,51106,52000,2024-10-05T01:20:40.130278
2010-11-01,7.280890210469564,1700.171875,1688.875,1943.73046875,92.37390232086182,51241,52000,2024-10-05T01:27:56.983692
2010-12-01,6.604851786295573,1708.4609375,1697.20703125,1952.0625,92.39013767242432,51375,52000,2024-10-05T01:34:33.274798
2011-01-01,7.9393796682357785,1644.1796875,1632.9765625,1887.83203125,94.09265995025635,51534,53000,2024-10-05T01:42:29.637578
2011-02-01,7.392763141791026,1646.6796875,1635.37890625,1890.109375,94.11048221588135,51670,53000,2024-10-05T01:49:53.203366
2011-03-01,7.884729703267415,1620.25,1609.16796875,1864.9296875,94.1290979385376,51793,53000,2024-10-05T01:57:46.287148
2011-04-01,8.89239604473114,1639.3359375,1628.171875,1883.93359375,94.14493656158447,51853,53000,2024-10-05T02:06:39.830912
2011-05-01,7.6496511697769165,1681.8671875,1670.671875,1925.44921875,94.16166019439697,51962,53000,2024-10-05T02:14:18.809982
2011-06-01,7.5601846933364865,1803.5,1792.26171875,2047.0078125,95.86189365386963,52076,54000,2024-10-05T02:21:52.421063
2011-07-01,7.796537399291992,1820.3359375,1809.09765625,2063.84375,95.881272315979,52232,54000,2024-10-05T02:29:40.213307
2011-08-01,7.298021944363912,1787.5,1776.19921875,2030.8203125,95.8989725112915,52382,54000,2024-10-05T02:36:58.094623
2011-09-01,7.045117278893788,1800.8125,1789.51171875,2043.26171875,95.91291904449463,52486,54000,2024-10-05T02:44:00.801661
2011-10-01,7.542382975419362,1839.53125,1828.453125,2082.984375,95.92878818511963,52614,54000,2024-10-05T02:51:33.344639
2011-11-01,6.785462045669556,1967.28125,1956.2265625,2211.74609375,97.62798404693604,52738,55000,2024-10-05T02:58:20.472361
2011-12-01,6.940825800100963,1929.8359375,1918.53515625,2172.2890625,97.64522647857666,52890,55000,2024-10-05T03:05:16.921909
2012-01-01,7.631634100278219,1953.01953125,1941.78125,2196.27734375,97.66109561920166,53022,55000,2024-10-05T03:12:54.819955
2012-02-01,7.585949985186259,1953.96875,1942.66796875,2197.3828125,97.68050479888916,53198,55000,2024-10-05T03:20:29.976955
2012-03-01,7.363777863979339,1995.42578125,1984.12890625,2237.8671875,97.69558048248291,53297,55000,2024-10-05T03:27:51.803626
2012-04-01,8.908277602990468,2032.59375,2021.4921875,2275.37109375,97.71404361724854,53441,55000,2024-10-05T03:36:46.300283
2012-05-01,7.8345345179239905,2070.2265625,2058.98046875,2312.84375,99.41592502593994,53601,56000,2024-10-05T03:44:36.372353
2012-06-01,7.342912030220032,2076.2578125,2065.05859375,2318.92578125,99.43249607086182,53731,56000,2024-10-05T03:51:56.947076
2012-07-01,7.9623703797658285,2117.91796875,2106.7734375,2361.29296875,99.45086765289307,53888,56000,2024-10-05T03:59:54.689298
2012-08-01,7.258938833077749,2098.55078125,2087.2578125,2341.91796875,99.46493625640869,54008,56000,2024-10-05T04:07:10.225628
2012-09-01,7.948158101240794,2151.51171875,2140.44140625,2394.31640625,99.48086643218994,54136,56000,2024-10-05T04:15:07.115118
2012-10-01,8.297148871421815,2230.6484375,2219.40234375,2474.15625,101.18131351470947,54288,57000,2024-10-05T04:23:24.944048
2012-11-01,7.3768558939297995,2195.46484375,2184.1640625,2438.703125,101.1989221572876,54431,57000,2024-10-05T04:30:47.555400
2012-12-01,6.931678187847138,2228.38671875,2217.19921875,2471.19140625,101.21628665924072,54585,57000,2024-10-05T04:37:43.456092
2013-01-01,7.987703633308411,2256.515625,2245.3671875,2499.234375,101.23368167877197,54717,57000,2024-10-05T04:45:42.718310
2013-02-01,8.121097989877065,2275.89453125,2264.8125,2519.29296875,101.25406742095947,54900,57000,2024-10-05T04:53:49.984189
2013-03-01,7.865834534168243,2307.87109375,2296.7109375,2551.18359375,102.956467628479,55063,58000,2024-10-05T05:01:41.934261
2013-04-01,9.336926766236623,2338.078125,2327.0,2581.40625,102.974289894104,55196,58000,2024-10-05T05:11:02.149867
2013-05-01,7.762822198867798,2339.13671875,2327.93359375,2581.81640625,102.99067783355713,55323,58000,2024-10-05T05:18:47.919199
2013-06-01,8.26097285747528,2357.0859375,2345.92578125,2599.93359375,103.010666847229,55479,58000,2024-10-05T05:27:03.577570
2013-07-01,8.308234969774881,2352.234375,2341.01953125,2594.890625,103.02766513824463,55628,58000,2024-10-05T05:35:22.071668
2013-08-01,8.02825600306193,2410.56640625,2399.50390625,2653.578125,103.04393100738525,55766,58000,2024-10-05T05:43:23.767029
